FEATURE_ID,PRK_COVER,PRK_SECURE,PRK_LOCKER,PRK_CPT,BOROUGH,PHOTO1_URL,PHOTO2_URL
RWG058536,False,False,False,2.0,Westminster,https://cycleassetimages.data.tfl.gov.uk/RWG058536_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058536_2.jpg
RWG057139,False,False,False,2.0,Westminster,https://cycleassetimages.data.tfl.gov.uk/RWG057139_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057139_2.jpg
RWG056819,False,False,False,4.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG056819_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG056819_2.jpg
RWG058474,False,False,False,8.0,City of London,https://cycleassetimages.data.tfl.gov.uk/RWG058474_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058474_2.jpg
RWG058504,False,False,False,6.0,City of London,https://cycleassetimages.data.tfl.gov.uk/RWG058504_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058504_2.jpg
RWG057374,False,False,False,6.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057374_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057374_2.jpg
RWG057381,False,False,False,6.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057381_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057381_2.jpg
RWG057391,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057391_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057391_2.jpg
RWG057689,False,False,False,4.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG057689_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057689_2.jpg
RWG057702,False,False,False,6.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG057702_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057702_2.jpg
RWG057703,False,False,False,6.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG057703_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057703_2.jpg
RWG058889,False,False,False,6.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG058889_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058889_2.jpg
RWG058892,False,False,False,6.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG058892_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058892_2.jpg
RWG057550,False,False,False,6.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057550_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057550_2.jpg
RWG057551,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057551_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057551_2.jpg
RWG057562,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057562_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057562_2.jpg
RWG058886,False,False,False,18.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG058886_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058886_2.jpg
RWG056763,False,False,False,2.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG056763_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG056763_2.jpg
RWG056764,False,False,False,10.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG056764_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG056764_2.jpg
RWG056767,False,False,False,6.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG056767_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG056767_2.jpg
RWG057100,False,False,False,6.0,City of London,https://cycleassetimages.data.tfl.gov.uk/RWG057100_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057100_2.jpg
RWG057102,False,False,False,8.0,City of London,https://cycleassetimages.data.tfl.gov.uk/RWG057102_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057102_2.jpg
RWG058226,False,False,False,6.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG058226_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058226_2.jpg
RWG058228,False,False,False,6.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG058228_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058228_2.jpg
RWG056790,False,False,False,20.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG056790_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG056790_2.jpg
RWG057400,False,False,False,8.0,City of London,https://cycleassetimages.data.tfl.gov.uk/RWG057400_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057400_2.jpg
RWG058548,False,False,False,2.0,City of London,https://cycleassetimages.data.tfl.gov.uk/RWG058548_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058548_2.jpg
RWG058550,False,False,False,2.0,City of London,https://cycleassetimages.data.tfl.gov.uk/RWG058550_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058550_2.jpg
RWG058568,False,False,False,10.0,City of London,https://cycleassetimages.data.tfl.gov.uk/RWG058568_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058568_2.jpg
RWG056915,False,False,False,6.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG056915_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG056915_2.jpg
RWG058644,False,False,False,6.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG058644_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058644_2.jpg
RWG058687,False,False,False,4.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG058687_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058687_2.jpg
RWG057401,False,False,False,10.0,City of London,https://cycleassetimages.data.tfl.gov.uk/RWG057401_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057401_2.jpg
RWG057430,False,False,False,8.0,City of London,https://cycleassetimages.data.tfl.gov.uk/RWG057430_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057430_2.jpg
RWG058686,True,False,False,20.0,City of London,https://cycleassetimages.data.tfl.gov.uk/RWG058686_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058686_2.jpg
RWG057969,False,False,False,2.0,City of London,https://cycleassetimages.data.tfl.gov.uk/RWG057969_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057969_2.jpg
RWG057973,False,False,False,6.0,City of London,https://cycleassetimages.data.tfl.gov.uk/RWG057973_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057973_2.jpg
RWG057985,False,False,False,2.0,City of London,https://cycleassetimages.data.tfl.gov.uk/RWG057985_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057985_2.jpg
RWG058804,True,False,False,14.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058804_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058804_2.jpg
RWG057291,False,False,False,8.0,City of London,https://cycleassetimages.data.tfl.gov.uk/RWG057291_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057291_2.jpg
RWG058452,False,False,False,8.0,City of London,https://cycleassetimages.data.tfl.gov.uk/RWG058452_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058452_2.jpg
RWG058167,False,False,False,8.0,City of London,https://cycleassetimages.data.tfl.gov.uk/RWG058167_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058167_2.jpg
RWG058206,False,False,False,30.0,City of London,https://cycleassetimages.data.tfl.gov.uk/RWG058206_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058206_2.jpg
RWG058348,False,False,False,4.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058348_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058348_2.jpg
RWG057104,False,False,False,8.0,City of London,https://cycleassetimages.data.tfl.gov.uk/RWG057104_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057104_2.jpg
RWG056794,False,False,False,6.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG056794_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG056794_2.jpg
RWG056795,False,False,False,4.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG056795_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG056795_2.jpg
RWG058808,False,False,False,6.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058808_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058808_2.jpg
RWG058509,False,False,False,16.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058509_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058509_2.jpg
RWG056854,False,False,False,10.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG056854_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG056854_2.jpg
RWG058592,False,False,False,22.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG058592_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058592_2.jpg
RWG058603,False,False,False,24.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG058603_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058603_2.jpg
RWG057480,True,False,False,6.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057480_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057480_2.jpg
RWG057485,False,False,False,12.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057485_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057485_2.jpg
RWG057870,False,False,False,6.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057870_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057870_2.jpg
RWG057874,False,False,False,4.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057874_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057874_2.jpg
RWG056793,False,False,False,6.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG056793_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG056793_2.jpg
RWG056694,False,False,False,4.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG056694_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG056694_2.jpg
RWG056695,False,False,False,6.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG056695_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG056695_2.jpg
RWG057411,False,False,False,8.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057411_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057411_2.jpg
RWG058788,True,False,False,10.0,City of London,https://cycleassetimages.data.tfl.gov.uk/RWG058788_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058788_2.jpg
RWG058343,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058343_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058343_2.jpg
RWG058345,False,False,False,4.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058345_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058345_2.jpg
RWG057000,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057000_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057000_2.jpg
RWG057968,False,False,False,2.0,City of London,https://cycleassetimages.data.tfl.gov.uk/RWG057968_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057968_2.jpg
RWG058581,False,False,False,2.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG058581_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058581_2.jpg
RWG058347,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058347_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058347_2.jpg
RWG058724,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058724_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058724_2.jpg
RWG058735,False,False,False,4.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058735_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058735_2.jpg
RWG057760,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057760_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057760_2.jpg
RWG057334,False,False,False,8.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057334_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057334_2.jpg
RWG108500,True,False,True,6.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG108500_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG108500_2.jpg
RWG058707,False,False,False,4.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058707_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058707_2.jpg
RWG058708,False,False,False,4.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058708_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058708_2.jpg
RWG058750,False,False,False,4.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058750_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058750_2.jpg
RWG058768,False,False,False,4.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058768_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058768_2.jpg
RWG057085,False,False,False,8.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057085_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057085_2.jpg
RWG058341,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058341_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058341_2.jpg
RWG058342,False,False,False,4.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058342_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058342_2.jpg
RWG057979,False,False,False,4.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057979_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057979_2.jpg
RWG058473,False,False,False,8.0,City of London,https://cycleassetimages.data.tfl.gov.uk/RWG058473_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058473_2.jpg
RWG057790,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057790_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057790_2.jpg
RWG057791,False,False,False,32.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057791_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057791_2.jpg
RWG057793,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057793_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057793_2.jpg
RWG058477,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058477_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058477_2.jpg
RWG153124,False,False,False,6.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG153124_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG153124_2.jpg
RWG057388,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057388_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057388_2.jpg
RWG057410,False,False,False,8.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057410_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057410_2.jpg
RWG057353,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057353_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057353_2.jpg
RWG057557,False,False,False,4.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057557_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057557_2.jpg
RWG152349,False,False,False,4.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG152349_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG152349_2.jpg
RWG057463,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057463_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057463_2.jpg
RWG057964,False,False,False,4.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057964_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057964_2.jpg
RWG057967,False,False,False,10.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057967_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057967_2.jpg
RWG057977,False,False,False,16.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057977_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057977_2.jpg
RWG057978,True,False,False,10.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057978_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057978_2.jpg
RWG057993,False,False,False,30.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057993_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057993_2.jpg
RWG057994,False,False,False,14.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057994_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057994_2.jpg
RWG058006,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058006_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058006_2.jpg
RWG058329,False,False,False,8.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058329_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058329_2.jpg
RWG057568,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057568_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057568_2.jpg
RWG058501,False,False,False,4.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058501_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058501_2.jpg
RWG058502,False,False,False,4.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058502_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058502_2.jpg
RWG058508,False,False,False,6.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058508_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058508_2.jpg
RWG058008,True,True,False,8.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058008_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058008_2.jpg
RWG058340,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058340_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058340_2.jpg
RWG058330,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058330_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058330_2.jpg
RWG058332,False,False,False,4.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058332_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058332_2.jpg
RWG058334,False,False,False,6.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058334_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058334_2.jpg
RWG058335,False,False,False,8.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058335_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058335_2.jpg
RWG058478,False,False,False,4.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058478_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058478_2.jpg
RWG058498,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058498_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058498_2.jpg
RWG058499,True,True,False,12.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058499_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058499_2.jpg
RWG058517,False,False,False,16.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058517_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058517_2.jpg
RWG058542,False,False,False,4.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058542_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058542_2.jpg
RWG058579,False,False,False,4.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058579_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058579_2.jpg
RWG057678,False,False,False,4.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG057678_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057678_2.jpg
RWG057558,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057558_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057558_2.jpg
RWG057561,False,False,False,4.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057561_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057561_2.jpg
RWG056693,False,False,False,6.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG056693_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG056693_2.jpg
RWG057981,False,False,False,10.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057981_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057981_2.jpg
RWG057687,False,False,False,4.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG057687_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057687_2.jpg
RWG057688,False,False,False,8.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG057688_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057688_2.jpg
RWG057756,True,True,False,10.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057756_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057756_2.jpg
RWG057500,False,False,False,10.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057500_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057500_2.jpg
RWG056746,False,False,False,4.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG056746_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG056746_2.jpg
RWG056785,False,False,False,8.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG056785_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG056785_2.jpg
RWG056996,False,False,False,8.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG056996_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG056996_2.jpg
RWG057336,False,False,False,8.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057336_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057336_2.jpg
RWG057514,False,False,False,6.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057514_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057514_2.jpg
RWG058336,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058336_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058336_2.jpg
RWG058337,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058337_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058337_2.jpg
RWG058506,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058506_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058506_2.jpg
RWG058507,False,False,False,10.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058507_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058507_2.jpg
RWG057527,False,False,False,6.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057527_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057527_2.jpg
RWG057868,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057868_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057868_2.jpg
RWG057872,False,False,False,4.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057872_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057872_2.jpg
RWG057873,False,False,False,20.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057873_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057873_2.jpg
RWG057850,False,False,False,6.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057850_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057850_2.jpg
RWG057855,False,False,False,8.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057855_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057855_2.jpg
RWG057502,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057502_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057502_2.jpg
RWG058007,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058007_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058007_2.jpg
RWG057516,False,False,False,6.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057516_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057516_2.jpg
RWG057517,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057517_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057517_2.jpg
RWG056856,False,False,False,14.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG056856_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG056856_2.jpg
RWG056857,False,False,False,4.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG056857_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG056857_2.jpg
RWG056859,False,False,False,4.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG056859_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG056859_2.jpg
RWG056914,False,False,False,4.0,Tower Hamlets,https://cycleassetimages.data.tfl.gov.uk/RWG056914_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG056914_2.jpg
RWG057549,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057549_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057549_2.jpg
RWG057833,False,False,False,4.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057833_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057833_2.jpg
RWG057835,False,False,False,16.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057835_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057835_2.jpg
RWG057841,False,False,False,8.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057841_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057841_2.jpg
RWG057963,False,False,False,6.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG057963_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG057963_2.jpg
RWG058628,False,False,False,4.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058628_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058628_2.jpg
RWG058629,False,False,False,2.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058629_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058629_2.jpg
RWG058654,False,False,False,8.0,Islington,https://cycleassetimages.data.tfl.gov.uk/RWG058654_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG058654_2.jpg
